"001","001","0073","家味农庄",NULL,NULL,NULL,"A","2016-02-02 11:28:12"
"001","001","0074","老湘食",NULL,NULL,NULL,"A","2016-02-05 22:42:22"
"001","001","0075","栗桥",NULL,NULL,NULL,"A","2016-02-02 11:34:02"
"001","001","0076","老地方",NULL,NULL,NULL,"A","2016-02-05 22:47:33"
"001","001","0077","景胖子",NULL,NULL,NULL,"A","2015-12-31 23:46:24"
"001","001","0078","西湖楼",NULL,NULL,NULL,"A","2016-02-01 17:18:40"
"001","001","0079","大家庭",NULL,NULL,NULL,"A","2016-01-16 12:44:39"
"001","001","0080","天虾河蟹",NULL,NULL,NULL,"A","2016-01-31 22:02:37"
"001","001","0081","精厨门",NULL,NULL,NULL,"A","2015-12-31 23:46:24"
"001","001","0082","石锅鱼",NULL,NULL,NULL,"A","2016-01-05 13:11:42"
"001","001","0083","坡子街",NULL,NULL,NULL,"A","2016-01-31 21:58:56"
"001","001","0084","驴庄",NULL,NULL,NULL,"A","2016-02-05 22:39:48"
"001","001","0085","功夫烤魚",NULL,NULL,NULL,"A","2016-01-21 12:36:41"
"001","001","0087","桃李园",NULL,NULL,NULL,"A","2015-12-31 23:46:24"
"001","001","0088","鱼米饭香",NULL,NULL,NULL,"A","2016-01-31 22:02:01"
"001","001","0089","稻香街酒楼",,,NULL,"A","2016-02-03 18:53:51"
"001","001","008A","鹅全席",,,NULL,"A","2016-02-01 21:49:36"
"001","001","008B","城西开开",,,NULL,"A","2016-02-03 19:37:38"
"001","001","008C","回家吃饭",,,NULL,"A","2016-02-01 21:32:49"
"001","001","008D","海包子",,,NULL,"A","2016-02-05 22:41:39"
"001","002","0001","电费",NULL,NULL,NULL,"A","2016-01-01 00:19:01"
"001","002","0002","收现",NULL,NULL,NULL,"A","2016-01-20 12:13:34"
"001","002","0003","浸泡液",NULL,NULL,NULL,"A","2016-01-20 12:13:17"
"001","002","0004","柴、煤",NULL,NULL,NULL,"A","2015-12-31 23:53:24"
"001","002","0005","易耗品",NULL,NULL,NULL,"A","2015-12-31 23:53:24"
"001","002","0006","柴油",NULL,NULL,NULL,"A","2015-12-31 23:53:24"
"001","002","0007","车辆保险",NULL,NULL,NULL,"A","2015-12-31 23:53:24"
"001","002","0008","工资",NULL,NULL,NULL,"A","2015-12-31 23:53:24"
"001","002","0009","伙食",NULL,NULL,NULL,"A","2015-12-31 23:53:24"
"001","002","0010","费用",NULL,NULL,NULL,"A","2015-12-31 23:53:24"
"001","002","0011","玻璃杯",NULL,NULL,NULL,"A","2015-12-31 23:53:24"
"001","002","0012","购餐具",NULL,NULL,NULL,"A","2015-12-31 23:53:24"
"001","002","0013","包装膜",NULL,NULL,NULL,"A","2015-12-31 23:53:24"
"001","002","0014","家具用具",NULL,NULL,NULL,"A","2015-12-31 23:53:24"
"001","002","0015","快子",NULL,NULL,NULL,"A","2015-12-31 23:53:24"
"001","002","0016","朔箱",NULL,NULL,NULL,"A","2015-12-31 23:53:24"
